0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.571428571428571508e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.142857142857143016e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.071428571428571397e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.428571428571428603e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.785714285714285809e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.142857142857142794e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.500000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.857142857142857206e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.214285714285714413e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.571428571428571619e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.928571428571428825e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.285714285714285587e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.642857142857143238e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e+00 1.570796326794896558e+00
3.571428571428571508e-01 5.000000000000000000e+00 1.570796326794896558e+00
7.142857142857143016e-01 5.000000000000000000e+00 1.570796326794896558e+00
1.071428571428571397e+00 5.000000000000000000e+00 1.570796326794896558e+00
1.428571428571428603e+00 5.000000000000000000e+00 1.570796326794896558e+00
1.785714285714285809e+00 5.000000000000000000e+00 1.570796326794896558e+00
2.142857142857142794e+00 5.000000000000000000e+00 1.570796326794896558e+00
2.500000000000000000e+00 5.000000000000000000e+00 1.570796326794896558e+00
2.857142857142857206e+00 5.000000000000000000e+00 1.570796326794896558e+00
3.214285714285714413e+00 5.000000000000000000e+00 1.570796326794896558e+00
3.571428571428571619e+00 5.000000000000000000e+00 1.570796326794896558e+00
3.928571428571428825e+00 5.000000000000000000e+00 1.570796326794896558e+00
4.285714285714285587e+00 5.000000000000000000e+00 1.570796326794896558e+00
4.642857142857143238e+00 5.000000000000000000e+00 1.570796326794896558e+00
5.000000000000000000e+00 5.000000000000000000e+00 1.570796326794896558e+00
